,word data,ocr data,conf,check,ocr time,
2225,a,a,93,0,,
2226,t,t,93,0,,
2227,e,e,93,0,,
2228,:,:,91,0,,
2229,T,T,79,0,,
2230,i,i,79,0,,
2231,m,m,79,0,,
2232,e,e,79,0,,
2233,:,:,79,0,,
2234,V,V,92,0,,
2235,e,e,92,0,,
2236,n,n,92,0,,
2237,u,u,92,0,,
2238,e,e,92,0,,
2239,:,:,90,0,,
2240,N,N,96,0,,
2241,o,o,96,0,,
2242,o,o,96,0,,
2243,f,f,96,0,,
2244,p,p,93,0,,
2245,a,a,93,0,,
2246,r,r,93,0,,
2247,t,t,93,0,,
2248,i,i,93,0,,
2249,c,c,93,0,,
2250,i,i,93,0,,
2251,p,p,93,0,,
2252,a,a,93,0,,
2253,n,n,93,0,,
2254,t,t,93,0,,
2255,s,s,93,0,,
2256,:,:,93,0,,
2257,A,A,96,0,,
2258,g,g,96,0,,
2259,e,e,96,0,,
2260,G,G,92,0,,
2261,r,r,92,0,,
2262,o,o,92,0,,
2263,u,u,92,0,,
2264,p,p,92,0,,
2265,:,:,92,0,,
2266,T,T,96,0,,
2267,h,h,96,0,,
2268,e,e,96,0,,
2269,s,s,96,0,,
2270,u,u,96,0,,
2271,b,b,96,0,,
2272,j,j,96,0,,
2273,e,e,96,0,,
2274,c,c,96,0,,
2275,t,t,96,0,,
2276,o,o,96,0,,
2277,f,f,96,0,,
2278,t,t,96,0,,
2279,h,h,96,0,,
2280,e,e,96,0,,
2281,t,t,97,0,,
2282,a,a,97,0,,
2283,l,l,97,0,,
2284,k,k,97,0,,
2285,i,i,96,0,,
2286,n,n,96,0,,
2287,c,c,96,0,,
2288,l,l,96,0,,
2289,u,u,96,0,,
2290,d,d,96,0,,
2291,e,e,96,0,,
2292,d,d,96,0,,
2293,:,:,96,0,,
2294,(,C,76,1,,
2295,i,i,76,0,,
2296,f,f,76,0,,
2297,a,a,96,0,,
2298,n,n,96,0,,
2299,y,y,96,0,,
2300,),),96,0,,
2301,P,P,96,0,,
2302,l,l,96,0,,
2303,e,e,96,0,,
2304,a,a,96,0,,
2305,s,s,96,0,,
2306,e,e,96,0,,
2307,c,c,96,0,,
2308,o,o,96,0,,
2309,m,m,96,0,,
2310,p,p,96,0,,
2311,l,l,96,0,,
2312,e,e,96,0,,
2313,t,t,96,0,,
2314,e,e,96,0,,
2315,a,a,96,0,,
2316,n,n,96,0,,
2317,d,d,96,0,,
2318,r,r,96,0,,
2319,e,e,96,0,,
2320,t,t,96,0,,
2321,u,u,96,0,,
2322,r,r,96,0,,
2323,n,n,96,0,,
2324,t,t,96,0,,
2325,h,h,96,0,,
2326,i,i,96,0,,
2327,s,s,96,0,,
2328,f,f,96,0,,
2329,o,o,96,0,,
2330,r,r,96,0,,
2331,m,m,96,0,,
2332,t,t,96,0,,
2333,o,o,96,0,,
2334,t,t,96,0,,
2335,h,h,96,0,,
2336,e,e,96,0,,
2337,f,f,96,0,,
2338,o,o,96,0,,
2339,l,l,96,0,,
2340,l,l,96,0,,
2341,o,o,96,0,,
2342,w,w,96,0,,
2343,i,i,96,0,,
2344,n,n,96,0,,
2345,g,g,96,0,,
2346,a,a,93,0,,
2347,d,d,93,0,,
2348,d,d,93,0,,
2349,r,r,93,0,,
2350,e,e,93,0,,
2351,s,s,93,0,,
2352,s,s,93,0,,
2353,:,:,92,0,,
2354,A,A,96,0,,
2355,U,U,96,0,,
2356,X,X,96,0,,
2357,I,I,96,0,,
2358,L,L,96,0,,
2359,I,I,96,0,,
2360,A,A,96,0,,
2361,R,R,96,0,,
2362,Y,Y,96,0,,
2363,M,M,96,0,,
2364,E,E,96,0,,
2365,D,D,96,0,,
2366,I,I,96,0,,
2367,C,C,96,0,,
2368,A,A,96,0,,
2369,L,L,96,0,,
2370,S,S,96,0,,
2371,E,E,96,0,,
2372,R,R,96,0,,
2373,V,V,96,0,,
2374,I,I,96,0,,
2375,C,C,96,0,,
2376,E,E,96,0,,
2377,8,8,95,0,,
2378,1,1,95,0,,
2379,P,P,95,0,,
2380,r,r,95,0,,
2381,i,i,95,0,,
2382,n,n,95,0,,
2383,c,c,95,0,,
2384,e,e,95,0,,
2385,s,s,95,0,,
2386,s,s,95,0,,
2387,M,M,96,0,,
2388,a,a,96,0,,
2389,r,r,96,0,,
2390,g,g,96,0,,
2391,a,a,96,0,,
2392,r,r,96,0,,
2393,e,e,96,0,,
2394,t,t,96,0,,
2395,R,R,92,0,,
2396,o,o,92,0,,
2397,a,a,92,0,,
2398,d,d,92,0,,
2399,",",",",92,0,,
2400,H,H,92,0,,
2401,o,o,92,0,,
2402,m,m,92,0,,
2403,a,a,92,0,,
2404,n,n,92,0,,
2405,t,t,92,0,,
2406,i,i,92,0,,
2407,n,n,92,0,,
2408,",",",",92,0,,
2409,K,K,96,0,,
2410,o,o,96,0,,
2411,w,w,96,0,,
2412,l,l,96,0,,
2413,o,o,96,0,,
2414,o,o,96,0,,
2415,n,n,96,0,,
2416,T,T,92,0,,
2417,e,e,92,0,,
2418,l,l,92,0,,
2419,N,N,92,0,,
2420,o,o,92,0,,
2421,:,:,92,0,,
2422,2,2,95,0,,
2423,7,7,95,0,,
2424,6,6,95,0,,
2425,2,2,95,0,,
2426,2,2,96,0,,
2427,0,0,96,0,,
2428,1,1,96,0,,
2429,1,1,96,0,,
2430,F,F,93,0,,
2431,a,a,93,0,,
2432,x,x,93,0,,
2433,N,N,92,0,,
2434,o,o,92,0,,
2435,:,:,92,0,,
2436,2,2,96,0,,
2437,7,7,96,0,,
2438,1,1,96,0,,
2439,5,5,96,0,,
2440,0,0,96,0,,
2441,2,2,96,0,,
2442,4,4,96,0,,
2443,5,5,96,0,,
2444,E,E,96,0,,
2445,m,m,96,0,,
2446,a,a,96,0,,
2447,i,i,96,0,,
2448,l,l,96,0,,
2449,a,a,93,0,,
2450,d,d,93,0,,
2451,d,d,93,0,,
2452,r,r,93,0,,
2453,e,e,93,0,,
2454,s,s,93,0,,
2455,s,s,93,0,,
2456,:,:,92,0,,
2457,i,i,87,0,,
2458,n,n,87,0,,
2459,f,f,87,0,,
2460,o,o,87,0,,
2461,@,@,87,0,,
2462,a,a,87,0,,
2463,m,m,87,0,,
2464,s,s,87,0,,
2465,g,g,87,0,,
2466,o,o,87,0,,
2467,v,v,87,0,,
2468,h,h,87,0,,
2469,k,k,87,0,,
2470,A,A,96,0,,
2471,p,p,96,0,,
2472,p,p,96,0,,
2473,l,l,96,0,,
2474,i,i,96,0,,
2475,c,c,96,0,,
2476,a,a,96,0,,
2477,t,t,96,0,,
2478,i,i,96,0,,
2479,o,o,96,0,,
2480,n,n,96,0,,
2481,f,f,96,0,,
2482,o,o,96,0,,
2483,r,r,96,0,,
2484,H,H,96,0,,
2485,e,e,96,0,,
2486,a,a,96,0,,
2487,l,l,96,0,,
2488,t,t,96,0,,
2489,h,h,96,0,,
2490,T,T,96,0,,
2491,a,a,96,0,,
2492,l,l,96,0,,
2493,k,k,96,0,,
2494,P,P,96,0,,
2495,o,o,96,0,,
2496,s,s,96,0,,
2497,t,t,96,0,,
2498,D,D,94,0,,
2499,i,i,94,0,,
2500,s,s,94,0,,
2501,a,a,94,0,,
2502,s,s,94,0,,
2503,t,t,94,0,,
2504,e,e,94,0,,
2505,r,r,94,0,,
2506,E,E,94,0,,
2507,m,m,94,0,,
2508,o,o,94,0,,
2509,t,t,94,0,,
2510,i,i,94,0,,
2511,o,o,94,0,,
2512,n,n,94,0,,
2513,a,a,94,0,,
2514,l,l,94,0,,
2515,H,H,96,0,,
2516,a,a,96,0,,
2517,n,n,96,0,,
2518,d,d,96,0,,
2519,l,l,96,0,,
2520,i,i,96,0,,
2521,n,n,96,0,,
2522,g,g,96,0,,
2523,A,A,96,0,,
2524,p,p,96,0,,
2525,p,p,96,0,,
2526,l,l,96,0,,
2527,i,i,96,0,,
2528,c,c,96,0,,
2529,a,a,96,0,,
2530,n,n,96,0,,
2531,t,t,96,0,,
2532,O,O,96,0,,
2533,r,r,96,0,,
2534,g,g,96,0,,
2535,a,a,96,0,,
2536,n,n,96,0,,
2537,i,i,96,0,,
2538,z,z,96,0,,
2539,a,a,96,0,,
2540,t,t,96,0,,
2541,i,i,96,0,,
2542,o,o,96,0,,
2543,n,n,96,0,,
2544,:,:,96,0,,
2545,A,A,96,0,,
2546,d,d,96,0,,
2547,d,d,96,0,,
2548,r,r,96,0,,
2549,e,e,96,0,,
2550,s,s,96,0,,
2551,s,s,96,0,,
2552,:,:,96,0,,
2553,C,C,96,0,,
2554,o,o,96,0,,
2555,n,n,96,0,,
2556,t,t,96,0,,
2557,a,a,96,0,,
2558,c,c,96,0,,
2559,t,t,96,0,,
2560,P,P,93,0,,
2561,e,e,93,0,,
2562,r,r,93,0,,
2563,s,s,93,0,,
2564,o,o,93,0,,
2565,n,n,93,0,,
2566,:,:,93,0,,
2567,M,M,90,0,,
2568,r,r,90,0,,
2569,/,/,90,0,,
2570,M,M,90,0,,
2571,i,i,90,0,,
2572,s,s,90,0,,
2573,s,s,90,0,,
2574,/,/,90,0,,
2575,M,M,90,0,,
2576,r,r,90,0,,
2577,s,s,90,0,,
2578,T,T,93,0,,
2579,e,e,93,0,,
2580,l,l,93,0,,
2581,e,e,93,0,,
2582,p,p,93,0,,
2583,h,h,93,0,,
2584,o,o,93,0,,
2585,n,n,93,0,,
2586,e,e,93,0,,
2587,N,N,91,0,,
2588,o,o,91,0,,
2589,:,:,91,0,,
2590,M,M,91,0,,
2591,o,o,91,0,,
2592,b,b,91,0,,
2593,i,i,91,0,,
2594,l,l,91,0,,
2595,e,e,91,0,,
2596,N,N,91,0,,
2597,o,o,91,0,,
2598,:,:,91,0,,
2599,F,F,93,0,,
2600,a,a,93,0,,
2601,x,x,93,0,,
2602,N,N,91,0,,
2603,o,o,91,0,,
2604,:,:,91,0,,
2605,E,E,95,0,,
2606,m,m,95,0,,
2607,a,a,95,0,,
2608,i,i,95,0,,
2609,l,l,95,0,,
2610,A,A,95,0,,
2611,d,d,95,0,,
2612,d,d,95,0,,
2613,r,r,95,0,,
2614,e,e,95,0,,
2615,s,s,95,0,,
2616,s,s,95,0,,
2617,:,:,95,0,,
2618,D,D,96,0,,
2619,e,e,96,0,,
2620,t,t,96,0,,
2621,a,a,96,0,,
2622,i,i,96,0,,
2623,l,l,96,0,,
2624,s,s,96,0,,
2625,o,o,96,0,,
2626,f,f,96,0,,
2627,t,t,96,0,,
2628,h,h,96,0,,
2629,e,e,96,0,,
2630,T,T,96,0,,
2631,a,a,96,0,,
2632,l,l,96,0,,
2633,k,k,96,0,,
2634,D,D,88,0,,
2635,a,a,88,0,,
2636,t,t,88,0,,
2637,e,e,88,0,,
2638,:,:,88,0,,
2639,T,T,93,0,,
2640,i,i,93,0,,
2641,m,m,93,0,,
2642,e,e,93,0,,
2643,:,:,92,0,,
2644,V,V,90,0,,
2645,e,e,90,0,,
2646,n,n,90,0,,
2647,u,u,90,0,,
2648,e,e,90,0,,
2649,:,:,90,0,,
2650,N,N,96,0,,
2651,o,o,96,0,,
2652,o,o,96,0,,
2653,f,f,96,0,,
2654,p,p,93,0,,
2655,a,a,93,0,,
2656,r,r,93,0,,
2657,t,t,93,0,,
2658,i,i,93,0,,
2659,c,c,93,0,,
2660,i,i,93,0,,
2661,p,p,93,0,,
2662,a,a,93,0,,
2663,n,n,93,0,,
2664,t,t,93,0,,
2665,s,s,93,0,,
2666,:,:,92,0,,
2667,A,A,96,0,,
2668,g,g,96,0,,
2669,e,e,96,0,,
2670,G,G,92,0,,
2671,r,r,92,0,,
2672,o,o,92,0,,
2673,u,u,92,0,,
2674,p,p,92,0,,
2675,:,:,92,0,,
2676,P,P,96,0,,
2677,l,l,96,0,,
2678,e,e,96,0,,
2679,a,a,96,0,,
2680,s,s,96,0,,
2681,e,e,96,0,,
2682,c,c,96,0,,
2683,o,o,96,0,,
2684,m,m,96,0,,
2685,p,p,96,0,,
2686,l,l,96,0,,
2687,e,e,96,0,,
2688,t,t,96,0,,
2689,e,e,96,0,,
2690,a,a,95,0,,
2691,n,n,95,0,,
2692,d,d,95,0,,
2693,r,r,95,0,,
2694,e,e,95,0,,
2695,t,t,95,0,,
2696,u,u,95,0,,
2697,r,r,95,0,,
2698,n,n,95,0,,
2699,t,t,96,0,,
2700,h,h,96,0,,
2701,i,i,96,0,,
2702,s,s,96,0,,
2703,f,f,96,0,,
2704,o,o,96,0,,
2705,r,r,96,0,,
2706,m,m,96,0,,
2707,t,t,96,0,,
2708,o,o,96,0,,
2709,u,u,96,0,,
2710,s,s,96,0,,
2711,b,b,97,0,,
2712,y,y,97,0,,
2713,m,m,96,0,,
2714,a,a,96,0,,
2715,i,i,96,0,,
2716,l,l,96,0,,
2717,",",",",96,0,,
2718,f,f,96,0,,
2719,a,a,96,0,,
2720,x,x,96,0,,
2721,o,o,96,0,,
2722,r,r,96,0,,
2723,e,e,93,0,,
2724,m,m,93,0,,
2725,a,a,93,0,,
2726,i,i,93,0,,
2727,l,l,93,0,,
2728,:,:,92,0,,
2729,A,A,96,0,,
2730,d,d,96,0,,
2731,d,d,96,0,,
2732,r,r,96,0,,
2733,e,e,96,0,,
2734,s,s,96,0,,
2735,s,s,96,0,,
2736,:,:,92,0,,
2737,8,8,85,0,,
2738,1,1,85,0,,
2739,P,P,96,0,,
2740,r,r,96,0,,
2741,i,i,96,0,,
2742,n,n,96,0,,
2743,c,c,96,0,,
2744,e,e,96,0,,
2745,s,s,96,0,,
2746,s,s,96,0,,
2747,M,M,96,0,,
2748,a,a,96,0,,
2749,r,r,96,0,,
2750,g,g,96,0,,
2751,a,a,96,0,,
2752,r,r,96,0,,
2753,e,e,96,0,,
2754,t,t,96,0,,
2755,R,R,93,0,,
2756,o,o,93,0,,
2757,a,a,93,0,,
2758,d,d,93,0,,
2759,",",",",93,0,,
2760,H,H,92,0,,
2761,o,o,92,0,,
2762,m,m,92,0,,
2763,a,a,92,0,,
2764,n,n,92,0,,
2765,t,t,92,0,,
2766,i,i,92,0,,
2767,n,n,92,0,,
2768,",",",",92,0,,
2769,K,K,96,0,,
2770,o,o,96,0,,
2771,w,w,96,0,,
2772,l,l,96,0,,
2773,o,o,96,0,,
2774,o,o,96,0,,
2775,n,n,96,0,,
2776,T,T,96,0,,
2777,e,e,96,0,,
2778,l,l,96,0,,
2779,e,e,96,0,,
2780,p,p,96,0,,
2781,h,h,96,0,,
2782,o,o,96,0,,
2783,n,n,96,0,,
2784,e,e,96,0,,
2785,N,N,91,0,,
2786,o,o,91,0,,
2787,:,:,91,0,,
2788,2,2,93,0,,
2789,7,7,93,0,,
2790,6,6,93,0,,
2791,2,2,93,0,,
2792,2,2,93,0,,
2793,0,0,93,0,,
2794,1,1,93,0,,
2795,1,1,93,0,,
2796,F,F,96,0,,
2797,a,a,96,0,,
2798,x,x,96,0,,
2799,N,N,92,0,,
2800,o,o,92,0,,
2801,:,:,91,0,,
2802,2,2,95,0,,
2803,7,7,95,0,,
2804,1,1,95,0,,
2805,5,5,95,0,,
2806,0,0,95,0,,
2807,2,2,95,0,,
2808,4,4,95,0,,
2809,5,5,95,0,,
2810,E,E,96,0,,
2811,m,m,96,0,,
2812,a,a,96,0,,
2813,i,i,96,0,,
2814,l,l,96,0,,
2815,A,A,93,0,,
2816,d,d,93,0,,
2817,d,d,93,0,,
2818,r,r,93,0,,
2819,e,e,93,0,,
2820,s,s,93,0,,
2821,s,s,93,0,,
2822,:,:,90,0,,
2823,i,i,90,0,,
2824,n,n,90,0,,
2825,f,f,90,0,,
2826,o,o,90,0,,
2827,@,@,90,0,,
2828,a,a,90,0,,
2829,m,m,90,0,,
2830,s,s,90,0,,
2831,g,g,90,0,,
2832,o,o,90,0,,
2833,v,v,90,0,,
2834,h,h,90,0,,
2835,k,k,90,0,,
2836,A,A,96,0,,
2837,p,p,96,0,,
2838,p,p,96,0,,
2839,l,l,96,0,,
2840,i,i,96,0,,
2841,c,c,96,0,,
2842,a,a,96,0,,
2843,t,t,96,0,,
2844,i,i,96,0,,
2845,o,o,96,0,,
2846,n,n,96,0,,
2847,f,f,96,0,,
2848,o,o,96,0,,
2849,r,r,96,0,,
2850,T,T,96,0,,
2851,a,a,96,0,,
2852,l,l,96,0,,
2853,k,k,96,0,,
2854,C,C,87,0,,
2855,o,o,87,0,,
2856,m,m,87,0,,
2857,m,m,87,0,,
2858,u,u,87,0,,
2859,n,n,87,0,,
2860,i,i,87,0,,
2861,t,,,1,,
2862,y,,,1,,
2863,C,,,1,,
2864,a,a,84,0,,
2865,r,r,84,0,,
2866,d,d,84,0,,
2867,i,i,84,0,,
2868,o,o,84,0,,
2869,p,p,84,0,,
2870,u,u,84,0,,
2871,l,l,84,0,,
2872,m,m,84,0,,
2873,o,o,84,0,,
2874,n,n,84,0,,
2875,a,a,84,0,,
2876,r,r,84,0,,
2877,y,y,84,0,,
2878,R,R,56,0,,
2879,e,,,1,,
2880,s,,,1,,
2881,u,,,1,,
2882,s,,,1,,
2883,c,,,1,,
2884,i,i,31,0,,
2885,t,t,31,0,,
2886,a,a,31,0,,
2887,t,t,31,0,,
2888,i,i,31,0,,
2889,o,o,31,0,,
2890,n,n,31,0,,
2891,A,A,96,0,,
2892,p,p,96,0,,
2893,p,p,96,0,,
2894,l,l,96,0,,
2895,i,i,96,0,,
2896,c,c,96,0,,
2897,a,a,96,0,,
2898,n,n,96,0,,
2899,t,t,96,0,,
2900,O,O,96,0,,
2901,r,r,96,0,,
2902,g,g,96,0,,
2903,a,a,96,0,,
2904,n,n,96,0,,
2905,i,i,96,0,,
2906,z,z,96,0,,
2907,a,a,96,0,,
2908,t,t,96,0,,
2909,i,i,96,0,,
2910,o,o,96,0,,
2911,n,n,96,0,,
2912,:,:,96,0,,
2913,A,A,96,0,,
2914,d,d,96,0,,
2915,d,d,96,0,,
2916,r,r,96,0,,
2917,e,e,96,0,,
2918,s,s,96,0,,
2919,s,s,96,0,,
2920,:,:,96,0,,
2921,C,C,96,0,,
2922,o,o,96,0,,
2923,n,n,96,0,,
2924,t,t,96,0,,
2925,a,a,96,0,,
2926,c,c,96,0,,
2927,t,t,96,0,,
2928,P,P,93,0,,
2929,e,e,93,0,,
2930,r,r,93,0,,
2931,s,s,93,0,,
2932,o,o,93,0,,
2933,n,n,93,0,,
2934,:,:,93,0,,
2935,M,M,73,0,,
2936,r,r,73,0,,
2937,/,/,73,0,,
2938,M,M,73,0,,
2939,i,i,73,0,,
2940,s,s,73,0,,
2941,s,s,73,0,,
2942,/,/,73,0,,
2943,M,M,73,0,,
2944,r,r,73,0,,
2945,s,s,73,0,,
2946,T,T,90,0,,
2947,e,e,90,0,,
2948,l,l,90,0,,
2949,e,e,90,0,,
2950,p,p,90,0,,
2951,h,h,90,0,,
2952,o,o,90,0,,
2953,n,n,90,0,,
2954,e,e,90,0,,
2955,N,N,89,0,,
2956,o,o,89,0,,
2957,:,:,89,0,,
2958,M,M,93,0,,
2959,o,o,93,0,,
2960,b,b,93,0,,
2961,i,i,93,0,,
2962,l,l,93,0,,
2963,e,e,93,0,,
2964,N,N,92,0,,
2965,o,o,92,0,,
2966,:,:,92,0,,
2967,F,F,92,0,,
2968,a,a,92,0,,
2969,x,x,92,0,,
2970,N,N,91,0,,
2971,o,o,91,0,,
2972,:,:,91,0,,
2973,E,E,96,0,,
2974,m,m,96,0,,
2975,a,a,96,0,,
2976,i,i,96,0,,
2977,l,l,96,0,,
2978,A,A,96,0,,
2979,d,d,96,0,,
2980,d,d,96,0,,
2981,r,r,96,0,,
2982,e,e,96,0,,
2983,s,s,96,0,,
2984,s,s,96,0,,
2985,:,:,96,0,,
2986,D,D,95,0,,
2987,e,e,95,0,,
2988,t,t,95,0,,
2989,a,a,95,0,,
2990,i,i,95,0,,
2991,l,l,95,0,,
2992,s,s,95,0,,
2993,o,o,93,0,,
2994,f,f,93,0,,
2995,t,t,93,0,,
2996,h,h,93,0,,
2997,e,e,93,0,,
2998,T,T,96,0,,
2999,a,a,96,0,,
3000,l,l,96,0,,
3001,k,k,96,0,,
3002,D,D,92,0,,
3003,a,a,92,0,,
3004,t,t,92,0,,
3005,e,e,92,0,,
3006,:,:,92,0,,
3007,T,T,77,0,,
3008,i,i,77,0,,
3009,m,m,77,0,,
3010,e,e,77,0,,
3011,:,:,77,0,,
3012,V,V,88,0,,
3013,e,e,88,0,,
3014,n,n,88,0,,
3015,u,u,88,0,,
3016,e,e,88,0,,
3017,:,:,88,0,,
3018,N,N,95,0,,
3019,o,o,95,0,,
3020,o,o,96,0,,
3021,f,f,96,0,,
3022,p,p,92,0,,
3023,a,a,92,0,,
3024,r,r,92,0,,
3025,t,t,92,0,,
3026,i,i,92,0,,
3027,c,c,92,0,,
3028,i,i,92,0,,
3029,p,p,92,0,,
3030,a,a,92,0,,
3031,n,n,92,0,,
3032,t,t,92,0,,
3033,s,s,92,0,,
3034,:,:,92,0,,
3035,A,A,96,0,,
3036,g,g,96,0,,
3037,e,e,96,0,,
3038,G,G,92,0,,
3039,r,r,92,0,,
3040,o,o,92,0,,
3041,u,u,92,0,,
3042,p,p,92,0,,
3043,:,:,92,0,,
3044,P,P,96,0,,
3045,l,l,96,0,,
3046,e,e,96,0,,
3047,a,a,96,0,,
3048,s,s,96,0,,
3049,e,e,96,0,,
3050,c,c,96,0,,
3051,o,o,96,0,,
3052,m,m,96,0,,
3053,p,p,96,0,,
3054,l,l,96,0,,
3055,e,e,96,0,,
3056,t,t,96,0,,
3057,e,e,96,0,,
3058,a,a,96,0,,
3059,n,n,96,0,,
3060,d,d,96,0,,
3061,r,r,96,0,,
3062,e,e,96,0,,
3063,t,t,96,0,,
3064,u,u,96,0,,
3065,r,r,96,0,,
3066,n,n,96,0,,
3067,t,t,96,0,,
3068,h,h,96,0,,
3069,i,i,96,0,,
3070,s,s,96,0,,
3071,f,f,95,0,,
3072,o,o,95,0,,
3073,r,r,95,0,,
3074,m,m,95,0,,
3075,t,t,78,0,,
3076,o,o,78,0,,
3077,u,u,78,0,,
3078,s,s,78,0,,
3079,b,b,95,0,,
3080,y,y,95,0,,
3081,m,m,96,0,,
3082,a,a,96,0,,
3083,i,i,96,0,,
3084,l,l,96,0,,
3085,",",",",96,0,,
3086,f,f,96,0,,
3087,a,a,96,0,,
3088,x,x,96,0,,
3089,o,o,96,0,,
3090,r,r,96,0,,
3091,e,e,93,0,,
3092,m,m,93,0,,
3093,a,a,93,0,,
3094,i,i,93,0,,
3095,l,l,93,0,,
3096,:,:,93,0,,
3097,A,A,90,0,,
3098,d,d,90,0,,
3099,d,d,90,0,,
3100,r,r,90,0,,
3101,e,e,90,0,,
3102,s,s,90,0,,
3103,s,s,90,0,,
3104,:,:,90,0,,
3105,8,8,96,0,,
3106,1,1,96,0,,
3107,P,P,96,0,,
3108,r,r,96,0,,
3109,i,i,96,0,,
3110,n,n,96,0,,
3111,c,c,96,0,,
3112,e,e,96,0,,
3113,s,s,96,0,,
3114,s,s,96,0,,
3115,M,M,96,0,,
3116,a,a,96,0,,
3117,r,r,96,0,,
3118,g,g,96,0,,
3119,a,a,96,0,,
3120,r,r,96,0,,
3121,e,e,96,0,,
3122,t,t,96,0,,
3123,R,R,93,0,,
3124,o,o,93,0,,
3125,a,a,93,0,,
3126,d,d,93,0,,
3127,",",",",93,0,,
3128,H,H,91,0,,
3129,o,o,91,0,,
3130,m,m,91,0,,
3131,a,a,91,0,,
3132,n,n,91,0,,
3133,t,t,91,0,,
3134,i,i,91,0,,
3135,n,n,91,0,,
3136,",",",",91,0,,
3137,K,K,96,0,,
3138,o,o,96,0,,
3139,w,w,96,0,,
3140,l,l,96,0,,
3141,o,o,96,0,,
3142,o,o,96,0,,
3143,n,n,96,0,,
3144,T,T,96,0,,
3145,e,e,96,0,,
3146,l,l,96,0,,
3147,e,e,96,0,,
3148,p,p,96,0,,
3149,h,h,96,0,,
3150,o,o,96,0,,
3151,n,n,96,0,,
3152,e,e,96,0,,
3153,N,N,86,0,,
3154,o,o,86,0,,
3155,:,:,86,0,,
3156,2,2,78,0,,
3157,7,7,78,0,,
3158,6,6,78,0,,
3159,2,2,78,0,,
3160,2,2,78,0,,
3161,0,0,78,0,,
3162,1,1,78,0,,
3163,1,1,78,0,,
3164,F,F,96,0,,
3165,a,a,96,0,,
3166,x,x,96,0,,
3167,N,N,86,0,,
3168,o,o,86,0,,
3169,:,:,86,0,,
3170,2,2,96,0,,
3171,7,7,96,0,,
3172,1,1,96,0,,
3173,5,5,96,0,,
3174,0,0,96,0,,
3175,2,2,96,0,,
3176,4,4,96,0,,
3177,5,5,96,0,,
3178,E,E,96,0,,
3179,m,m,96,0,,
3180,a,a,96,0,,
3181,i,i,96,0,,
3182,l,l,96,0,,
3183,A,A,91,0,,
3184,d,d,91,0,,
3185,d,d,91,0,,
3186,r,r,91,0,,
3187,e,e,91,0,,
3188,s,s,91,0,,
3189,s,s,91,0,,
3190,:,:,77,0,,
3191,i,i,75,0,,
3192,n,n,75,0,,
3193,f,f,75,0,,
3194,o,o,75,0,,
3195,@,@,75,0,,
3196,a,a,75,0,,
3197,m,m,75,0,,
3198,s,s,75,0,,
3199,g,g,75,0,,
3200,o,o,75,0,,
3201,v,v,75,0,,
3202,h,h,75,0,,
3203,k,k,75,0,,
3204,A,A,95,0,,
3205,p,p,95,0,,
3206,p,p,95,0,,
3207,l,l,95,0,,
3208,i,i,95,0,,
3209,c,c,95,0,,
3210,a,a,95,0,,
3211,t,t,95,0,,
3212,i,i,95,0,,
3213,o,o,95,0,,
3214,n,n,95,0,,
3215,f,f,96,0,,
3216,o,o,96,0,,
3217,r,r,96,0,,
3218,H,H,96,0,,
3219,e,e,96,0,,
3220,a,a,96,0,,
3221,l,l,96,0,,
3222,t,t,96,0,,
3223,h,h,96,0,,
3224,T,T,96,0,,
3225,a,a,96,0,,
3226,l,l,96,0,,
3227,k,k,96,0,,
3228,H,H,60,0,,
3229,o,o,60,0,,
3230,w,w,60,0,,
3231,D,D,96,0,,
3232,o,o,96,0,,
3233,Y,Y,96,0,,
3234,o,o,96,0,,
3235,u,u,96,0,,
3236,P,P,95,0,,
3237,r,r,95,0,,
3238,e,e,95,0,,
3239,v,v,95,0,,
3240,e,e,95,0,,
3241,n,n,95,0,,
3242,t,t,95,0,,
3243,D,D,96,0,,
3244,r,r,96,0,,
3245,u,u,96,0,,
3246,g,g,96,0,,
3247,A,A,90,0,,
3248,b,b,90,0,,
3249,u,u,90,0,,
3250,s,s,90,0,,
3251,e,e,90,0,,
3252,?,?,90,0,,
3253,A,A,96,0,,
3254,p,p,96,0,,
3255,p,p,96,0,,
3256,l,l,96,0,,
3257,i,i,96,0,,
3258,c,c,96,0,,
3259,a,a,96,0,,
3260,n,n,96,0,,
3261,t,t,96,0,,
3262,O,O,96,0,,
3263,r,r,96,0,,
3264,g,g,96,0,,
3265,a,a,96,0,,
3266,n,n,96,0,,
3267,i,i,96,0,,
3268,z,z,96,0,,
3269,a,a,96,0,,
3270,t,t,96,0,,
3271,i,i,96,0,,
3272,o,o,96,0,,
3273,n,n,96,0,,
3274,:,:,96,0,,
3275,A,A,96,0,,
3276,d,d,96,0,,
3277,d,d,96,0,,
3278,r,r,96,0,,
3279,e,e,96,0,,
3280,s,s,96,0,,
3281,s,s,96,0,,
3282,:,:,96,0,,
3283,C,C,96,0,,
3284,o,o,96,0,,
3285,n,n,96,0,,
3286,t,t,96,0,,
3287,a,a,96,0,,
3288,c,c,96,0,,
3289,t,t,96,0,,
3290,P,P,93,0,,
3291,e,e,93,0,,
3292,r,r,93,0,,
3293,s,s,93,0,,
3294,o,o,93,0,,
3295,n,n,93,0,,
3296,:,:,93,0,,
3297,M,M,73,0,,
3298,r,r,73,0,,
3299,/,/,73,0,,
3300,M,M,73,0,,
