,word data,ocr data,conf,check,ocr time,
3301,i,i,73,0,,
3302,s,s,73,0,,
3303,s,s,73,0,,
3304,/,/,73,0,,
3305,M,M,73,0,,
3306,r,r,73,0,,
3307,s,s,73,0,,
3308,T,T,91,0,,
3309,e,e,91,0,,
3310,l,l,91,0,,
3311,e,e,91,0,,
3312,p,p,91,0,,
3313,h,h,91,0,,
3314,o,o,91,0,,
3315,n,n,91,0,,
3316,e,e,91,0,,
3317,N,N,89,0,,
3318,o,o,89,0,,
3319,:,:,89,0,,
3320,M,M,93,0,,
3321,o,o,93,0,,
3322,b,b,93,0,,
3323,i,i,93,0,,
3324,l,l,93,0,,
3325,e,e,93,0,,
3326,N,N,92,0,,
3327,o,o,92,0,,
3328,:,:,92,0,,
3329,F,F,92,0,,
3330,a,a,92,0,,
3331,x,x,92,0,,
3332,N,N,91,0,,
3333,o,o,91,0,,
3334,:,:,91,0,,
3335,E,E,96,0,,
3336,m,m,96,0,,
3337,a,a,96,0,,
3338,i,i,96,0,,
3339,l,l,96,0,,
3340,A,A,96,0,,
3341,d,d,96,0,,
3342,d,d,96,0,,
3343,r,r,96,0,,
3344,e,e,96,0,,
3345,s,s,96,0,,
3346,s,s,96,0,,
3347,:,:,96,0,,
3348,D,D,93,0,,
3349,e,e,93,0,,
3350,t,t,93,0,,
3351,a,a,93,0,,
3352,i,i,93,0,,
3353,l,l,93,0,,
3354,s,s,93,0,,
3355,o,o,93,0,,
3356,f,f,93,0,,
3357,t,t,95,0,,
3358,h,h,95,0,,
3359,e,e,95,0,,
3360,T,T,94,0,,
3361,a,a,94,0,,
3362,l,l,94,0,,
3363,k,k,94,0,,
3364,D,D,92,0,,
3365,a,a,92,0,,
3366,t,t,92,0,,
3367,e,e,92,0,,
3368,:,:,92,0,,
3369,T,T,77,0,,
3370,i,i,77,0,,
3371,m,m,77,0,,
3372,e,e,77,0,,
3373,:,:,77,0,,
3374,V,V,88,0,,
3375,e,e,88,0,,
3376,n,n,88,0,,
3377,u,u,88,0,,
3378,e,e,88,0,,
3379,:,:,88,0,,
3380,N,N,95,0,,
3381,o,o,95,0,,
3382,o,o,96,0,,
3383,f,f,96,0,,
3384,p,p,92,0,,
3385,a,a,92,0,,
3386,r,r,92,0,,
3387,t,t,92,0,,
3388,i,i,92,0,,
3389,c,c,92,0,,
3390,i,i,92,0,,
3391,p,p,92,0,,
3392,a,a,92,0,,
3393,n,n,92,0,,
3394,t,t,92,0,,
3395,s,s,92,0,,
3396,:,:,92,0,,
3397,A,A,96,0,,
3398,g,g,96,0,,
3399,e,e,96,0,,
3400,G,G,92,0,,
3401,r,r,92,0,,
3402,o,o,92,0,,
3403,u,u,92,0,,
3404,p,p,92,0,,
3405,:,:,92,0,,
3406,P,P,96,0,,
3407,l,l,96,0,,
3408,e,e,96,0,,
3409,a,a,96,0,,
3410,s,s,96,0,,
3411,e,e,96,0,,
3412,c,c,96,0,,
3413,o,o,96,0,,
3414,m,m,96,0,,
3415,p,p,96,0,,
3416,l,l,96,0,,
3417,e,e,96,0,,
3418,t,t,96,0,,
3419,e,e,96,0,,
3420,a,a,96,0,,
3421,n,n,96,0,,
3422,d,d,96,0,,
3423,r,r,96,0,,
3424,e,e,96,0,,
3425,t,t,96,0,,
3426,u,u,96,0,,
3427,r,r,96,0,,
3428,n,n,96,0,,
3429,t,t,96,0,,
3430,h,h,96,0,,
3431,i,i,96,0,,
3432,s,s,96,0,,
3433,f,f,95,0,,
3434,o,o,95,0,,
3435,r,r,95,0,,
3436,m,m,95,0,,
3437,t,t,78,0,,
3438,o,o,78,0,,
3439,u,u,78,0,,
3440,s,s,78,0,,
3441,b,b,95,0,,
3442,y,y,95,0,,
3443,m,m,96,0,,
3444,a,a,96,0,,
3445,i,i,96,0,,
3446,l,l,96,0,,
3447,",",",",96,0,,
3448,f,f,96,0,,
3449,a,a,96,0,,
3450,x,x,96,0,,
3451,o,o,96,0,,
3452,r,r,96,0,,
3453,e,e,93,0,,
3454,m,m,93,0,,
3455,a,a,93,0,,
3456,i,i,93,0,,
3457,l,l,93,0,,
3458,:,:,93,0,,
3459,A,A,90,0,,
3460,d,d,90,0,,
3461,d,d,90,0,,
3462,r,r,90,0,,
3463,e,e,90,0,,
3464,s,s,90,0,,
3465,s,s,90,0,,
3466,:,:,90,0,,
3467,8,8,96,0,,
3468,1,1,96,0,,
3469,P,P,96,0,,
3470,r,r,96,0,,
3471,i,i,96,0,,
3472,n,n,96,0,,
3473,c,c,96,0,,
3474,e,e,96,0,,
3475,s,s,96,0,,
3476,s,s,96,0,,
3477,M,M,96,0,,
3478,a,a,96,0,,
3479,r,r,96,0,,
3480,g,g,96,0,,
3481,a,a,96,0,,
3482,r,r,96,0,,
3483,e,e,96,0,,
3484,t,t,96,0,,
3485,R,R,93,0,,
3486,o,o,93,0,,
3487,a,a,93,0,,
3488,d,d,93,0,,
3489,",",",",93,0,,
3490,H,H,91,0,,
3491,o,o,91,0,,
3492,m,m,91,0,,
3493,a,a,91,0,,
3494,n,n,91,0,,
3495,t,t,91,0,,
3496,i,i,91,0,,
3497,n,n,91,0,,
3498,",",",",91,0,,
3499,K,K,96,0,,
3500,o,o,96,0,,
3501,w,w,96,0,,
3502,l,l,96,0,,
3503,o,o,96,0,,
3504,o,o,96,0,,
3505,n,n,96,0,,
3506,T,T,96,0,,
3507,e,e,96,0,,
3508,l,l,96,0,,
3509,e,e,96,0,,
3510,p,p,96,0,,
3511,h,h,96,0,,
3512,o,o,96,0,,
3513,n,n,96,0,,
3514,e,e,96,0,,
3515,N,N,86,0,,
3516,o,o,86,0,,
3517,:,:,86,0,,
3518,2,2,78,0,,
3519,7,7,78,0,,
3520,6,6,78,0,,
3521,2,2,78,0,,
3522,2,2,78,0,,
3523,0,0,78,0,,
3524,1,1,78,0,,
3525,1,1,78,0,,
3526,F,F,96,0,,
3527,a,a,96,0,,
3528,x,x,96,0,,
3529,N,N,86,0,,
3530,o,o,86,0,,
3531,:,:,86,0,,
3532,2,2,96,0,,
3533,7,7,96,0,,
3534,1,1,96,0,,
3535,5,5,96,0,,
3536,0,0,96,0,,
3537,2,2,96,0,,
3538,4,4,96,0,,
3539,5,5,96,0,,
3540,E,E,96,0,,
3541,m,m,96,0,,
3542,a,a,96,0,,
3543,i,i,96,0,,
3544,l,l,96,0,,
3545,A,A,91,0,,
3546,d,d,91,0,,
3547,d,d,91,0,,
3548,r,r,91,0,,
3549,e,e,91,0,,
3550,s,s,91,0,,
3551,s,s,91,0,,
3552,:,:,77,0,,
3553,i,i,75,0,,
3554,n,n,75,0,,
3555,f,f,75,0,,
3556,o,o,75,0,,
3557,@,@,75,0,,
3558,a,a,75,0,,
3559,m,m,75,0,,
3560,s,s,75,0,,
3561,g,g,75,0,,
3562,o,o,75,0,,
3563,v,v,75,0,,
3564,h,h,75,0,,
3565,k,k,75,0,,
3566,F,F,95,0,,
3567,O,O,95,0,,
3568,R,R,95,0,,
3569,M,M,95,0,,
3570,1,1,96,0,,
3571,N,N,95,0,,
3572,O,O,95,0,,
3573,I,I,95,0,,
3574,S,S,95,0,,
3575,E,E,95,0,,
3576,C,C,95,0,,
3577,O,O,95,0,,
3578,N,N,95,0,,
3579,T,T,95,0,,
3580,R,R,95,0,,
3581,O,O,95,0,,
3582,L,L,95,0,,
3583,O,O,95,0,,
3584,R,R,95,0,,
3585,D,D,95,0,,
3586,I,I,95,0,,
3587,N,N,95,0,,
3588,A,A,95,0,,
3589,N,N,95,0,,
3590,C,C,95,0,,
3591,E,E,95,0,,
3592,(,(,96,0,,
3593,C,C,96,0,,
3594,h,h,96,0,,
3595,a,a,96,0,,
3596,p,p,96,0,,
3597,t,t,96,0,,
3598,e,e,96,0,,
3599,r,r,96,0,,
3600,4,4,96,0,,
3601,0,0,96,0,,
3602,0,0,96,0,,
3603,),),96,0,,
3604,A,A,96,0,,
3605,P,P,96,0,,
3606,P,P,96,0,,
3607,L,L,96,0,,
3608,I,I,96,0,,
3609,C,C,96,0,,
3610,A,A,96,0,,
3611,T,T,96,0,,
3612,I,I,96,0,,
3613,O,O,96,0,,
3614,N,N,96,0,,
3615,F,F,96,0,,
3616,O,O,96,0,,
3617,R,R,96,0,,
3618,A,A,96,0,,
3619,N,N,95,0,,
3620,O,O,95,0,,
3621,I,I,95,0,,
3622,S,S,95,0,,
3623,E,E,95,0,,
3624,E,E,95,0,,
3625,M,M,95,0,,
3626,I,I,95,0,,
3627,S,S,95,0,,
3628,S,S,95,0,,
3629,I,I,95,0,,
3630,O,O,95,0,,
3631,N,N,95,0,,
3632,L,L,96,0,,
3633,A,A,96,0,,
3634,B,B,96,0,,
3635,E,E,96,0,,
3636,L,L,96,0,,
3637,F,F,96,0,,
3638,O,O,96,0,,
3639,R,R,96,0,,
3640,A,A,96,0,,
3641,I,I,96,0,,
3642,R,R,96,0,,
3643,C,C,96,0,,
3644,O,O,96,0,,
3645,M,M,96,0,,
3646,P,P,96,0,,
3647,R,R,96,0,,
3648,E,E,96,0,,
3649,S,S,96,0,,
3650,S,S,96,0,,
3651,O,O,96,0,,
3652,R,R,96,0,,
3653,B,B,96,0,,
3654,e,e,96,0,,
3655,f,f,96,0,,
3656,o,o,96,0,,
3657,r,r,96,0,,
3658,e,e,96,0,,
3659,c,c,96,0,,
3660,o,o,96,0,,
3661,m,m,96,0,,
3662,p,p,96,0,,
3663,l,l,96,0,,
3664,e,e,96,0,,
3665,t,t,96,0,,
3666,i,i,96,0,,
3667,n,n,96,0,,
3668,g,g,96,0,,
3669,t,t,97,0,,
3670,h,h,97,0,,
3671,i,i,97,0,,
3672,s,s,97,0,,
3673,f,f,95,0,,
3674,o,o,95,0,,
3675,r,r,95,0,,
3676,m,m,95,0,,
3677,r,r,95,0,,
3678,e,e,95,0,,
3679,a,a,95,0,,
3680,d,d,95,0,,
3681,t,t,96,0,,
3682,h,h,96,0,,
3683,e,e,96,0,,
3684,N,N,96,0,,
3685,o,o,96,0,,
3686,t,t,96,0,,
3687,e,e,96,0,,
3688,s,s,96,0,,
3689,b,b,96,0,,
3690,e,e,96,0,,
3691,l,l,96,0,,
3692,o,o,96,0,,
3693,w,w,96,0,,
3694,T,T,92,0,,
3695,o,o,92,0,,
3696,:,:,92,0,,
3697,T,T,95,0,,
3698,h,h,95,0,,
3699,e,e,95,0,,
3700,N,N,96,0,,
3701,o,o,96,0,,
3702,i,i,96,0,,
3703,s,s,96,0,,
3704,e,e,96,0,,
3705,C,C,96,0,,
3706,o,o,96,0,,
3707,n,n,96,0,,
3708,t,t,96,0,,
3709,r,r,96,0,,
3710,o,o,96,0,,
3711,l,l,96,0,,
3712,A,A,96,0,,
3713,u,u,96,0,,
3714,t,t,96,0,,
3715,h,h,96,0,,
3716,o,o,96,0,,
3717,r,r,96,0,,
3718,i,i,96,0,,
3719,t,t,96,0,,
3720,y,y,96,0,,
3721,1,1,94,0,,
3722,I,T,11,1,,
3723,h,h,11,0,,
3724,e,e,11,0,,
3725,r,r,11,0,,
3726,e,e,11,0,,
3727,b,b,11,0,,
3728,y,y,11,0,,
3729,a,a,96,0,,
3730,p,p,96,0,,
3731,p,p,96,0,,
3732,l,l,96,0,,
3733,y,y,96,0,,
3734,f,f,96,0,,
3735,o,o,96,0,,
3736,r,r,96,0,,
3737,a,a,96,0,,
3738,n,n,96,0,,
3739,o,o,96,0,,
3740,i,i,96,0,,
3741,s,s,96,0,,
3742,e,e,96,0,,
3743,e,e,96,0,,
3744,m,m,96,0,,
3745,i,i,96,0,,
3746,s,s,96,0,,
3747,s,s,96,0,,
3748,i,i,96,0,,
3749,o,o,96,0,,
3750,n,n,96,0,,
3751,l,l,96,0,,
3752,a,a,96,0,,
3753,b,b,96,0,,
3754,e,e,96,0,,
3755,l,l,96,0,,
3756,f,f,96,0,,
3757,o,o,96,0,,
3758,r,r,96,0,,
3759,a,a,95,0,,
3760,n,n,95,0,,
3761,a,a,95,0,,
3762,i,i,95,0,,
3763,r,r,95,0,,
3764,c,c,96,0,,
3765,o,o,96,0,,
3766,m,m,96,0,,
3767,p,p,96,0,,
3768,r,r,96,0,,
3769,e,e,96,0,,
3770,s,s,96,0,,
3771,s,s,96,0,,
3772,o,o,96,0,,
3773,r,r,96,0,,
3774,u,u,96,0,,
3775,n,n,96,0,,
3776,d,d,96,0,,
3777,e,e,96,0,,
3778,r,r,96,0,,
3779,t,t,96,0,,
3780,h,h,96,0,,
3781,e,e,96,0,,
3782,N,N,96,0,,
3783,o,o,96,0,,
3784,i,i,96,0,,
3785,s,s,96,0,,
3786,e,e,96,0,,
3787,C,C,96,0,,
3788,o,o,96,0,,
3789,n,n,96,0,,
3790,t,t,96,0,,
3791,r,r,96,0,,
3792,o,o,96,0,,
3793,l,l,96,0,,
3794,O,O,96,0,,
3795,r,r,96,0,,
3796,d,d,96,0,,
3797,i,i,96,0,,
3798,n,n,96,0,,
3799,a,a,96,0,,
3800,n,n,96,0,,
3801,c,c,96,0,,
3802,e,e,96,0,,
3803,I,I,97,0,,
3804,n,n,97,0,,
3805,s,s,96,0,,
3806,u,u,96,0,,
3807,p,p,96,0,,
3808,p,p,96,0,,
3809,o,o,96,0,,
3810,r,r,96,0,,
3811,t,t,96,0,,
3812,o,o,97,0,,
3813,f,f,97,0,,
3814,m,m,96,0,,
3815,y,y,96,0,,
3816,a,a,96,0,,
3817,p,p,96,0,,
3818,p,p,96,0,,
3819,l,l,96,0,,
3820,i,i,96,0,,
3821,c,c,96,0,,
3822,a,a,96,0,,
3823,t,t,96,0,,
3824,i,i,96,0,,
3825,o,o,96,0,,
3826,n,n,96,0,,
3827,I,I,95,0,,
3828,s,s,95,0,,
3829,u,u,95,0,,
3830,b,b,95,0,,
3831,m,m,95,0,,
3832,i,i,95,0,,
3833,t,t,95,0,,
3834,t,t,96,0,,
3835,h,h,96,0,,
3836,e,e,96,0,,
3837,f,f,96,0,,
3838,o,o,96,0,,
3839,l,l,96,0,,
3840,l,l,96,0,,
3841,o,o,96,0,,
3842,w,w,96,0,,
3843,i,i,96,0,,
3844,n,n,96,0,,
3845,g,g,96,0,,
3846,i,i,96,0,,
3847,n,n,96,0,,
3848,f,f,96,0,,
3849,o,o,96,0,,
3850,r,r,96,0,,
3851,m,m,96,0,,
3852,a,a,96,0,,
3853,t,t,96,0,,
3854,i,i,96,0,,
3855,o,o,96,0,,
3856,n,n,96,0,,
3857,a,a,96,0,,
3858,n,n,96,0,,
3859,d,d,96,0,,
3860,p,p,93,0,,
3861,a,a,93,0,,
3862,r,r,93,0,,
3863,t,t,93,0,,
3864,i,i,93,0,,
3865,c,c,93,0,,
3866,u,u,93,0,,
3867,l,l,93,0,,
3868,a,a,93,0,,
3869,r,r,93,0,,
3870,s,s,93,0,,
3871,:,:,93,0,,
3872,2,2,93,0,,
3873,D,D,93,0,,
3874,e,e,93,0,,
3875,t,t,93,0,,
3876,a,a,93,0,,
3877,i,i,93,0,,
3878,l,l,93,0,,
3879,s,s,93,0,,
3880,o,o,96,0,,
3881,f,f,96,0,,
3882,A,A,96,0,,
3883,p,p,96,0,,
3884,p,p,96,0,,
3885,l,l,96,0,,
3886,i,i,96,0,,
3887,c,c,96,0,,
3888,a,a,96,0,,
3889,n,n,96,0,,
3890,t,t,96,0,,
3891,2,2,95,0,,
3892,a,a,95,0,,
3893,N,N,95,0,,
3894,a,a,95,0,,
3895,m,m,95,0,,
3896,e,e,95,0,,
3897,(,(,96,0,,
3898,p,p,96,0,,
3899,e,e,96,0,,
3900,r,r,96,0,,
3901,s,s,96,0,,
3902,o,o,96,0,,
3903,n,n,96,0,,
3904,o,o,95,0,,
3905,r,r,95,0,,
3906,c,c,93,0,,
3907,o,o,93,0,,
3908,m,m,93,0,,
3909,p,p,93,0,,
3910,a,a,93,0,,
3911,n,n,93,0,,
3912,y,y,93,0,,
3913,),),93,0,,
3914,:,:,87,0,,
3915,2,2,94,0,,
3916,b,b,94,0,,
3917,H,H,28,0,,
3918,K,K,28,0,,
3919,I,I,95,0,,
3920,d,d,95,0,,
3921,e,e,95,0,,
3922,n,n,95,0,,
3923,t,t,95,0,,
3924,i,i,95,0,,
3925,t,t,95,0,,
3926,y,y,95,0,,
3927,C,C,96,0,,
3928,a,a,96,0,,
3929,r,r,96,0,,
3930,d,d,96,0,,
3931,N,N,95,0,,
3932,o,o,95,0,,
3933,(,(,96,0,,
3934,i,i,96,0,,
3935,f,f,96,0,,
3936,t,t,96,0,,
3937,h,h,96,0,,
3938,e,e,96,0,,
3939,a,a,96,0,,
3940,p,p,96,0,,
3941,p,p,96,0,,
3942,l,l,96,0,,
3943,i,i,96,0,,
3944,c,c,96,0,,
3945,a,a,96,0,,
3946,n,n,96,0,,
3947,t,t,96,0,,
3948,i,i,96,0,,
3949,s,s,96,0,,
3950,a,a,96,0,,
3951,n,n,96,0,,
3952,i,i,88,0,,
3953,n,n,88,0,,
3954,d,d,88,0,,
3955,i,i,88,0,,
3956,v,v,88,0,,
3957,i,i,88,0,,
3958,d,d,88,0,,
3959,u,u,88,0,,
3960,a,a,88,0,,
3961,l,l,88,0,,
3962,),),88,0,,
3963,:,2,38,1,,
3964,o,o,96,0,,
3965,r,r,96,0,,
3966,B,B,96,0,,
3967,u,u,96,0,,
3968,s,s,96,0,,
3969,i,i,96,0,,
3970,n,n,96,0,,
3971,e,e,96,0,,
3972,s,s,96,0,,
3973,s,s,96,0,,
3974,R,R,96,0,,
3975,e,e,96,0,,
3976,g,g,96,0,,
3977,i,i,96,0,,
3978,s,s,96,0,,
3979,t,t,96,0,,
3980,r,r,96,0,,
3981,a,a,96,0,,
3982,t,t,96,0,,
3983,i,i,96,0,,
3984,o,o,96,0,,
3985,n,n,96,0,,
3986,N,N,96,0,,
3987,o,o,96,0,,
3988,(,(,96,0,,
3989,i,i,96,0,,
3990,f,f,96,0,,
3991,t,t,96,0,,
3992,h,h,96,0,,
3993,e,e,96,0,,
3994,a,a,96,0,,
3995,p,p,96,0,,
3996,p,p,96,0,,
3997,l,l,96,0,,
3998,i,i,96,0,,
3999,c,c,96,0,,
4000,a,a,96,0,,
4001,n,n,96,0,,
4002,t,t,96,0,,
4003,i,i,96,0,,
4004,s,s,96,0,,
4005,a,a,96,0,,
4006,c,C,90,0,,
4007,o,O,90,0,,
4008,m,M,90,0,,
4009,p,P,90,0,,
4010,a,A,90,0,,
4011,n,N,90,0,,
4012,y,Y,90,0,,
4013,),),90,0,,
4014,:,2,0,1,,
4015,2,2,92,0,,
4016,c,c,92,0,,
4017,C,C,92,0,,
4018,o,o,92,0,,
4019,r,r,92,0,,
4020,r,r,92,0,,
4021,e,e,92,0,,
4022,s,s,92,0,,
4023,p,p,92,0,,
4024,o,o,92,0,,
4025,n,n,92,0,,
4026,d,d,92,0,,
4027,e,e,92,0,,
4028,n,n,92,0,,
4029,c,c,92,0,,
4030,e,e,92,0,,
4031,a,a,87,0,,
4032,d,d,87,0,,
4033,d,d,87,0,,
4034,r,r,87,0,,
4035,e,e,87,0,,
4036,s,s,87,0,,
4037,s,s,87,0,,
4038,:,2,45,1,,
4039,2,2,96,0,,
4040,d,d,96,0,,
4041,T,T,93,0,,
4042,e,e,93,0,,
4043,l,l,93,0,,
4044,e,e,93,0,,
4045,p,p,93,0,,
4046,h,h,93,0,,
4047,o,o,93,0,,
4048,n,n,93,0,,
4049,e,e,93,0,,
4050,N,N,46,0,,
4051,o,o,46,0,,
4052,:,:,46,0,,
4053,3,3,92,0,,
4054,I,I,92,0,,
4055,n,n,92,0,,
4056,f,f,92,0,,
4057,o,o,92,0,,
4058,r,r,92,0,,
4059,m,m,92,0,,
4060,a,a,92,0,,
4061,t,t,92,0,,
4062,i,i,92,0,,
4063,o,o,92,0,,
4064,n,n,92,0,,
4065,o,o,96,0,,
4066,n,n,96,0,,
4067,a,a,96,0,,
4068,i,i,96,0,,
4069,r,r,96,0,,
4070,c,c,96,0,,
4071,o,o,96,0,,
4072,m,m,96,0,,
4073,p,p,96,0,,
4074,r,r,96,0,,
4075,e,e,96,0,,
4076,s,s,96,0,,
4077,s,s,96,0,,
4078,o,o,96,0,,
4079,r,r,96,0,,
4080,3,3,93,0,,
4081,a,a,93,0,,
4082,N,N,94,0,,
4083,a,a,94,0,,
4084,m,m,94,0,,
4085,e,e,94,0,,
4086,a,a,95,0,,
4087,n,n,95,0,,
4088,d,d,95,0,,
4089,a,a,96,0,,
4090,d,d,96,0,,
4091,d,d,96,0,,
4092,r,r,96,0,,
4093,e,e,96,0,,
4094,s,s,96,0,,
4095,s,s,96,0,,
4096,o,o,96,0,,
4097,f,f,96,0,,
4098,m,m,85,0,,
4099,a,a,85,0,,
4100,n,n,85,0,,
4101,u,u,85,0,,
4102,f,f,85,0,,
4103,a,a,85,0,,
4104,c,c,85,0,,
4105,t,t,85,0,,
4106,u,u,85,0,,
4107,r,r,85,0,,
4108,e,e,85,0,,
4109,r,r,85,0,,
4110,:,:,60,0,,
4111,3,3,95,0,,
4112,b,b,95,0,,
4113,N,N,94,0,,
4114,a,a,94,0,,
4115,m,m,94,0,,
4116,e,e,94,0,,
4117,a,a,96,0,,
4118,n,n,96,0,,
4119,d,d,96,0,,
4120,a,a,96,0,,
4121,d,d,96,0,,
4122,d,d,96,0,,
4123,r,r,96,0,,
4124,e,e,96,0,,
4125,s,s,96,0,,
4126,s,s,96,0,,
4127,o,o,93,0,,
4128,f,f,93,0,,
4129,m,m,92,0,,
4130,a,a,92,0,,
4131,n,n,92,0,,
4132,u,u,92,0,,
4133,f,f,92,0,,
4134,a,a,92,0,,
4135,c,c,92,0,,
4136,t,t,92,0,,
4137,u,u,92,0,,
4138,r,r,92,0,,
4139,e,e,92,0,,
4140,r,r,92,0,,
4141,s,s,92,0,,
4142,a,a,96,0,,
4143,u,u,96,0,,
4144,t,t,96,0,,
4145,h,h,96,0,,
4146,o,o,96,0,,
4147,r,r,96,0,,
4148,i,i,96,0,,
4149,z,z,96,0,,
4150,e,e,96,0,,
4151,d,d,96,0,,
4152,l,l,97,0,,
4153,o,o,97,0,,
4154,c,c,97,0,,
4155,a,a,97,0,,
4156,l,l,97,0,,
4157,r,r,96,0,,
4158,e,e,96,0,,
4159,p,p,96,0,,
4160,r,r,96,0,,
4161,e,e,96,0,,
4162,s,s,96,0,,
4163,e,e,96,0,,
4164,n,n,96,0,,
4165,t,t,96,0,,
4166,a,a,96,0,,
4167,t,t,96,0,,
4168,i,i,96,0,,
4169,v,v,96,0,,
4170,e,e,96,0,,
4171,(,(,95,0,,
4172,i,i,95,0,,
4173,f,f,95,0,,
4174,a,A,72,0,,
4175,n,N,72,0,,
4176,y,Y,72,0,,
4177,),),72,0,,
4178,:,2,0,1,,
4179,3,B,74,1,,
4180,c,e,74,1,,
4181,T,T,71,0,,
4182,r,r,71,0,,
4183,a,a,71,0,,
4184,d,d,71,0,,
4185,e,e,71,0,,
4186,n,n,90,0,,
4187,a,a,90,0,,
4188,m,m,90,0,,
4189,e,e,90,0,,
4190,:,t,0,1,,
4191,3,3,82,0,,
4192,d,d,82,0,,
4193,M,M,91,0,,
4194,o,o,91,0,,
4195,d,d,91,0,,
4196,e,e,91,0,,
4197,l,l,91,0,,
4198,(,(,95,0,,
4199,s,s,95,0,,
4200,e,e,95,0,,
4201,e,e,95,0,,
4202,N,N,96,0,,
4203,o,o,96,0,,
4204,t,t,96,0,,
4205,e,e,96,0,,
4206,1,1,53,0,,
4207,),),53,0,,
4208,:,:,53,0,,
4209,C,C,96,0,,
4210,o,o,96,0,,
4211,n,n,96,0,,
4212,t,t,96,0,,
4213,i,i,96,0,,
4214,n,n,96,0,,
4215,u,u,96,0,,
4216,e,e,96,0,,
4217,o,o,96,0,,
4218,n,n,96,0,,
4219,s,s,96,0,,
4220,e,e,96,0,,
4221,p,p,96,0,,
4222,a,a,96,0,,
4223,r,r,96,0,,
4224,a,a,96,0,,
4225,t,t,96,0,,
4226,e,e,96,0,,
4227,s,s,96,0,,
4228,h,h,96,0,,
4229,e,e,96,0,,
4230,e,e,96,0,,
4231,t,t,96,0,,
4232,i,i,96,0,,
4233,f,f,96,0,,
4234,n,n,86,0,,
4235,e,e,86,0,,
4236,c,c,86,0,,
4237,e,e,86,0,,
4238,s,s,86,0,,
4239,s,s,86,0,,
4240,a,a,86,0,,
4241,r,r,86,0,,
4242,y,y,86,0,,
4243,P,P,86,0,,
4244,l,l,86,0,,
4245,e,e,86,0,,
4246,a,a,86,0,,
4247,s,s,86,0,,
4248,e,e,86,0,,
4249,s,s,96,0,,
4250,t,t,96,0,,
4251,a,a,96,0,,
4252,t,t,96,0,,
4253,e,e,96,0,,
4254,c,c,96,0,,
4255,l,l,96,0,,
4256,e,e,96,0,,
4257,a,a,96,0,,
4258,r,r,96,0,,
4259,l,l,96,0,,
4260,y,y,96,0,,
4261,e,e,96,0,,
4262,a,a,96,0,,
4263,c,c,96,0,,
4264,h,h,96,0,,
4265,a,a,96,0,,
4266,p,p,96,0,,
4267,p,p,96,0,,
4268,l,l,96,0,,
4269,i,i,96,0,,
4270,a,a,96,0,,
4271,n,n,96,0,,
4272,c,c,96,0,,
4273,e,e,96,0,,
4274,s,s,96,0,,
4275,e,e,96,0,,
4276,r,r,96,0,,
4277,i,i,96,0,,
4278,a,a,96,0,,
4279,l,l,96,0,,
4280,n,n,96,0,,
4281,u,u,96,0,,
4282,m,m,96,0,,
4283,b,b,96,0,,
4284,e,e,96,0,,
4285,r,r,96,0,,
4286,3,3,91,0,,
4287,f,f,91,0,,
4288,R,R,81,0,,
4289,a,a,81,0,,
4290,t,t,81,0,,
4291,e,e,81,0,,
4292,o,o,96,0,,
4293,f,f,96,0,,
4294,a,a,95,0,,
4295,i,i,95,0,,
4296,r,r,95,0,,
4297,f,f,96,0,,
4298,l,l,96,0,,
4299,o,o,96,0,,
4300,w,w,96,0,,
4301,(,(,96,0,,
4302,s,s,96,0,,
4303,e,e,96,0,,
4304,e,e,96,0,,
4305,N,N,96,0,,
4306,o,o,96,0,,1
4307,t,t,96,0,,
4308,e,e,96,0,,
4309,2,2,89,0,,
4310,),),89,0,,
4311,m,m,25,0,,
4312,3,,,1,,
4313,/,/,25,0,,
4314,m,m,25,0,,
4315,i,i,25,0,,
4316,n,n,25,0,,
4317,3,3,94,0,,
4318,g,g,94,0,,
4319,S,S,96,0,,
4320,u,u,96,0,,
4321,p,p,96,0,,
4322,p,p,96,0,,
4323,o,o,96,0,,
4324,r,r,96,0,,
4325,t,t,96,0,,
4326,i,i,96,0,,
4327,n,n,96,0,,
4328,g,g,96,0,,
4329,d,d,96,0,,
4330,o,o,96,0,,
4331,c,c,96,0,,
4332,u,u,96,0,,
4333,m,m,96,0,,
4334,e,e,96,0,,
4335,n,n,96,0,,
4336,t,t,96,0,,
4337,(,(,97,0,,
4338,s,s,97,0,,
4339,e,e,97,0,,
4340,e,e,97,0,,
4341,N,N,96,0,,
4342,o,o,96,0,,
4343,t,t,96,0,,
4344,e,e,96,0,,
4345,3,3,91,0,,
4346,),),91,0,,
4347,:,:,91,0,,
4348,*,*,92,0,,
4349,E,E,93,0,,
4350,E,E,93,0,,
4351,C,C,93,0,,
4352,t,t,91,0,,
4353,y,y,91,0,,
4354,p,p,91,0,,
4355,e,e,91,0,,
4356,e,e,91,0,,
4357,x,x,91,0,,
4358,a,a,91,0,,
4359,m,m,91,0,,
4360,i,i,91,0,,
4361,n,n,91,0,,
4362,a,a,91,0,,
4363,t,t,91,0,,
4364,i,i,91,0,,
4365,o,o,91,0,,
4366,n,n,91,0,,
4367,c,c,91,0,,
4368,e,e,91,0,,
4369,r,r,91,0,,
4370,t,t,91,0,,
4371,i,i,91,0,,
4372,f,f,91,0,,
4373,i,i,91,0,,
4374,c,c,91,0,,
4375,a,a,91,0,,
4376,t,t,91,0,,
